title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Rails Into Laramie,1954,80,NA,5.7,12,4.5,0,0,4.5,24.5,24.5,14.5,4.5,4.5,0,,0,0,0,0,0,0,0
"Promise of Bed, A",1969,85,NA,1.6,11,14.5,24.5,14.5,0,4.5,0,4.5,0,14.5,0,,0,0,1,0,0,0,0
House of the Damned,1996,92,NA,4.5,83,4.5,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
Bob Wills and His Texas Playboys,1944,11,NA,5.1,6,0,0,14.5,0,0,14.5,14.5,0,14.5,34.5,,0,0,0,0,1,0,1
"Sailor Takes a Wife, The",1945,92,NA,5.8,31,0,0,4.5,14.5,24.5,14.5,24.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
"Night with Lou Reed, A",1983,60,NA,8.4,5,0,0,0,0,0,24.5,0,24.5,44.5,24.5,,0,0,0,0,0,0,0
Wo de xiong di jie mei,2001,95,NA,6.6,38,4.5,4.5,4.5,0,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
Something Big,1971,108,NA,5.1,182,4.5,4.5,4.5,4.5,4.5,4.5,45.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Valiant,2005,75,NA,6.3,224,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,,0,1,1,0,0,0,0
"Amour avec des si, L'",1962,85,NA,7.3,13,4.5,0,4.5,4.5,0,0,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
Nanette,1940,97,NA,4.3,7,0,0,0,44.5,44.5,0,0,14.5,0,0,,0,0,0,0,0,1,0
Public Wedding,1937,58,NA,5.2,20,4.5,0,4.5,14.5,44.5,14.5,0,14.5,4.5,4.5,,0,0,1,0,0,0,0
Tonka,1958,97,NA,6.2,57,4.5,0,0,4.5,14.5,14.5,24.5,4.5,4.5,24.5,,0,0,0,0,0,0,0
"Angry Red Planet, The",1960,83,190000,4.7,406,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Nothing to Hide,1981,101,NA,3.7,26,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,4.5,24.5,,0,0,1,1,0,0,0
"Unbelievable Truth, The",2003,9,3300,7.4,5,24.5,0,0,0,0,0,0,44.5,0,44.5,,0,0,0,1,0,0,1
Songhwan,2003,149,NA,9,21,0,4.5,0,4.5,0,0,0,14.5,44.5,34.5,,0,0,0,0,1,0,0
Deep Cover,1996,108,NA,3.7,15,4.5,4.5,24.5,4.5,24.5,4.5,0,0,4.5,24.5,,1,0,0,0,0,0,0
Verj,1994,10,NA,3.9,5,0,24.5,0,0,24.5,0,0,0,24.5,44.5,,0,0,0,0,1,0,1
"Bidasses en folie, Les",1971,95,NA,3.8,44,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
Brigade mondaine,1978,91,NA,2.9,7,24.5,24.5,14.5,0,14.5,14.5,0,0,0,0,,0,0,0,1,0,0,0
Closer to Home,1995,125,NA,3.3,21,4.5,4.5,14.5,4.5,4.5,4.5,0,14.5,14.5,4.5,,0,0,0,1,0,0,0
"Armee Gretchen, Eine",1973,95,NA,5.6,26,14.5,4.5,14.5,0,4.5,44.5,14.5,4.5,0,0,,1,0,0,1,0,0,0
Guelwaar,1992,115,NA,7,48,4.5,0,0,0,4.5,4.5,24.5,14.5,24.5,24.5,,0,0,0,1,0,0,0
Hytta,1996,22,NA,6.1,13,34.5,0,0,14.5,4.5,0,14.5,4.5,0,14.5,,0,0,0,1,0,0,1
Fighting Tools,1943,3,NA,8.6,7,0,0,0,0,0,14.5,0,24.5,14.5,44.5,,0,1,0,0,0,0,1
Charlie the Ox,2004,93,NA,9,27,0,0,4.5,0,4.5,4.5,0,0,14.5,74.5,,0,0,0,0,0,0,0
Babes in Arms,1939,93,748000,6.5,239,4.5,4.5,0,4.5,4.5,24.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
Baby's Day Out,1994,99,50000000,4.4,1856,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
"Silver Fleet, The",1943,88,NA,8.2,33,0,0,0,4.5,0,4.5,14.5,34.5,34.5,14.5,,0,0,0,1,0,0,0
Fast Horses,1998,97,NA,8,9,14.5,0,0,0,0,0,14.5,14.5,44.5,24.5,,0,0,1,1,0,0,0
"Nutcracker, The",1993,92,19000000,5,177,4.5,4.5,4.5,4.5,24.5,14.5,4.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
"Local Stigmatic, The",1990,52,NA,6.9,36,4.5,0,4.5,0,4.5,4.5,4.5,4.5,4.5,64.5,,0,0,0,1,0,0,0
Metal Skin,1994,112,NA,6.2,97,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
Face to Face,2003,92,8000,6,9,24.5,0,0,0,14.5,14.5,24.5,24.5,0,14.5,,0,0,0,1,0,0,0
Continental Divide,1981,103,NA,5.8,1106,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,1,0
Homebodies,1974,96,NA,6.5,56,4.5,0,4.5,4.5,4.5,14.5,34.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
Razza violenta,1984,91,NA,3.2,16,34.5,14.5,34.5,4.5,0,0,4.5,0,0,4.5,,1,0,0,0,0,0,0
Return from the Ashes,1965,105,NA,6.9,70,4.5,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,,0,0,0,0,0,0,0
Python,2000,99,NA,3.6,587,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
Moon Over Broadway,1997,97,NA,6.5,48,0,0,4.5,4.5,4.5,14.5,24.5,34.5,4.5,14.5,,0,0,0,0,1,0,0
Skyscraper Souls,1932,99,NA,7.3,85,0,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
Friday the 13th Part VI: Jason Lives,1986,87,NA,4.7,2902,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,,1,0,0,0,0,0,0
Because They're Young,1960,102,NA,5.3,61,4.5,4.5,4.5,4.5,4.5,14.5,24.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
Back to God's Country,1953,78,NA,5.8,38,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,0,4.5,,1,0,0,1,0,0,0
Colin Fitz,1997,85,NA,7.5,13,4.5,4.5,0,0,0,4.5,14.5,4.5,44.5,4.5,,0,0,1,0,0,0,0
Rio Lobo,1970,114,4000000,6.6,977,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,,0,0,0,0,0,1,0
Bellboy Donald,1942,7,NA,7.2,46,0,0,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,,0,1,1,0,0,0,1
Quick Before It Melts,1964,97,NA,5.1,21,0,0,4.5,4.5,34.5,24.5,4.5,0,4.5,4.5,,0,0,1,0,0,0,0
Vigo,1998,106,NA,5.7,72,4.5,0,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
Thanasi pare t'oplo sou,1972,86,NA,6.5,9,0,0,24.5,0,0,24.5,14.5,0,24.5,24.5,,0,0,0,0,0,0,0
"Drum, The",1938,96,NA,7.4,57,0,0,0,0,4.5,4.5,24.5,34.5,14.5,4.5,,0,0,0,0,0,0,0
Dokument Fanny och Alexander,1986,110,NA,8,124,4.5,0,0,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,0,0,1,0,0
Dyrygent,1980,101,NA,6.2,50,4.5,4.5,4.5,0,4.5,24.5,14.5,24.5,24.5,14.5,,0,0,0,1,0,0,0
Thunder and Lightning,1977,95,NA,4,30,14.5,0,14.5,34.5,24.5,4.5,4.5,0,0,14.5,,0,0,0,0,0,0,0
"Motorizzate, Le",1963,90,NA,7.2,5,0,0,0,0,24.5,24.5,24.5,0,44.5,0,,0,0,1,0,0,0,0
To Render a Life,1992,88,NA,9.6,9,0,0,0,0,0,0,0,0,44.5,45.5,,0,0,0,0,1,0,0
